Variable,Group0_W,Group0_p,Group1_W,Group1_p
O3PSg-R-A,0.8765294826203943,0.0186915301650795,0.8144572049319493,0.0008499601416770592
O3PSg-R-AExp,0.8561130356315148,0.008448739735556042,0.8144572049319493,0.0008499601416770592
O3PSg-R-AExpSUB,0.8289310115076777,0.0031047759821441695,0.830430905725682,0.001560051975742108
O3PSg-R-AExpSUBES,0.6475823336609252,1.4055157309571773e-05,0.5969371712910274,1.2307123809886087e-06
O3PSg-R-AExpSUBMS,0.7752944456152785,0.0005111564921662685,0.7306574009158038,4.9319404079468745e-05
O3PSg-R-AExpOBJ,0.5300726036716906,9.383367830750718e-07,0.5657121074234888,5.792789582055672e-07
O3PSg-R-AExpOBJMS,0.4492870303439278,1.838964628870885e-07,0.4316694311865297,3.185921590803628e-08
O3PSg+R-APOSS,0.5382579712916931,1.11722192689287e-06,0.4538627600371399,4.984994349696107e-08
O3PSg+R-APOSSPREP,0.583596172530781,3.043007010130278e-06,1.0,1.0
O3PSg+R-APOSSPREPMS,0.4378441768124163,1.4780665688871156e-07,1.0,1.0
O1PPl,0.6678036410133757,2.3550419737690134e-05,0.5518812654655894,4.1929334710553767e-07
O1PPlSUB,0.5789575924907795,2.738548232812319e-06,0.5229933273970269,2.1764279798629474e-07
MS,0.9686289707047482,0.7487407921639844,0.9770909960405519,0.865043118093916
ES,0.9383661197843957,0.2463680014481779,0.9648829945152101,0.5937171406285797
ESTRUNC,0.7383420690497161,0.0001652600539487627,0.6953241226934643,1.7075465491589293e-05
ESTRUNC+A,0.538235819298025,1.1166916500428303e-06,0.6883263783783753,1.3953598053618923e-05
TRUNC,0.8727226386692589,0.016074583592329113,0.895907330879966,0.024639201471775927
TRUNC+A,0.8090631345831243,0.0015521927584973083,0.7991458325654767,0.00048518729839774406
CS,0.9280165031128693,0.1591986278708068,0.9690875099579817,0.6899470981590133
MSTRUNC,0.88888831382073,0.030762025014494564,0.8121870458353411,0.0007811550215367818
MSTRUNC+A,0.7071965078348826,6.780945785367952e-05,0.7800259029426053,0.0002475824464399108
ESTRUNC-A,0.6905313642388006,4.296781062818982e-05,0.47495704071461387,7.713101774970414e-08
TRUNC-A,0.9252295051593045,0.14139823909418325,0.7228784055994529,3.8807235799870545e-05
MSTRUNC-A,0.8982581508308709,0.04525116144968481,0.6541665362471869,5.392948737300736e-06
N1P,0.6901813913418458,4.25641760007621e-05,0.7643475184676151,0.00014562407540011656
N1PSg,0.6901813913418458,4.25641760007621e-05,0.7643475184676151,0.00014562407540011656
N1PSgSUB,0.6901813913418458,4.25641760007621e-05,0.7643475184676151,0.00014562407540011656
O3PSg+R+I-AOBJMS,0.3831115731375636,5.396358879374671e-08,0.5490612794078809,3.9284972814439455e-07
O3PPl+R+APOSS,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O3PPl+R+APOSSMS,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PSg+R+I-APREP,0.7896791178853637,0.0008123719960904004,0.555690099765083,4.5804165143521844e-07
O3PSg+R+I-APREPMS,0.671430743212571,2.588228564624701e-05,0.3668249834996009,9.162185699982142e-09
O2P,0.6088305724492187,5.467466914088674e-06,0.8310848863915128,0.001600141887636367
O2PSg,0.5447482387906357,1.284719990275377e-06,0.8098119279512083,0.0007154725883411503
O2PSgSUB,0.49688947443388176,4.7114176557391683e-07,0.7114904129470956,2.7498486275689305e-05
O2PSgPREP,0.3642606479204584,3.865303210629592e-08,0.4553488627766259,5.138831430599034e-08
O3PSg+R-APOSSMS,0.4130268398631909,9.290734401365936e-08,0.32660383750959343,4.409703336597075e-09
O3PPl+R-A,0.7428104850855903,0.0001886119565596269,0.7961138809157335,0.0004352319164742036
O3PPl+R-APOSS,0.3206718990029841,1.830079375620996e-08,0.22147281884489134,7.417016185076831e-10
O3PPl+R-APOSSPREP,0.3470646783264679,2.866812418832803e-08,1.0,1.0
O3PPl+R-APOSSPREPMS,0.3738542348045176,4.577012688772384e-08,1.0,1.0
O3PPl+R-APREP,0.4711717925065242,2.815476349164797e-07,0.3836783204701374,1.2561490653187831e-08
O3PPl+R-APREPMS,0.3738542348045176,4.577012688772384e-08,0.31424230154073696,3.542770066629148e-09
O3PPl+R-ASUB,0.8187787455404689,0.002170151239399559,0.552683012087487,4.27151114346245e-07
O3PPl+R-ASUBMS,0.6003933907738627,4.483902454535268e-06,0.4257280979053579,2.8315201910094554e-08
O3PPl+R-APREPES,0.46753890760841854,2.621301802997175e-07,0.22147281884489134,7.417016185076831e-10
O3PSg+R+I-ASUBES,0.6678730053451561,2.359285404646401e-05,0.7083515863859184,2.504038000615706e-05
O2PSg-R,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSg-R-A,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSg-R-AGen,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSg-R-AGenSUB,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSg-R-AGenSUBMS,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O1PPl-R,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O1PPl-R-A,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O1PPl-R-AGen,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O1PPl-R-AGenSUB,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O1PPl-R-AGenSUBES,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PPl-R,0.3719319574733988,4.424020620143725e-08,0.3902721932288268,1.4234066981738147e-08
O3PPl-R-A,0.3719319574733988,4.424020620143725e-08,0.3902721932288268,1.4234066981738147e-08
O3PPl-R-AExp,0.3719319574733988,4.424020620143725e-08,0.3902721932288268,1.4234066981738147e-08
O3PPl-R-AExpSUB,0.3719319574733988,4.424020620143725e-08,0.3902721932288268,1.4234066981738147e-08
O3PPl-R-AExpSUBMS,0.3719319574733988,4.424020620143725e-08,0.22147281884489134,7.417016185076831e-10
O3PSg+R+I-APREPES,0.610917000631158,5.744492902850337e-06,0.4038927503992219,1.847980982203502e-08
O3PSg+R+I+A,0.4692770473627791,2.712370039730539e-07,0.7849081020716981,0.00029317853400892394
O3PSg+R+I+ASUB,0.36458725316403806,3.887501003811708e-08,0.6493001828093345,4.73090423736996e-06
O3PSg+R+I+ASUBMS,0.36458725316403806,3.887501003811708e-08,0.6234896633431679,2.4026013872018e-06
O3PPl+R-ASUBES,0.7222815139843672,0.00010371985913181135,0.42876344012657264,3.007057823004048e-08
O3PPl+R-APOSSPREPES,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PPl,0.5158266485728744,6.956099984061642e-07,0.3708454842765492,9.873506826957058e-09
O2PPlPREP,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O3PSgExp,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PSg+R+I+AOBJ,0.24394142844567124,5.280449516973176e-09,0.5656963787864481,5.790640123979397e-07
O3PSg+R+I+AOBJES,0.24394142844567124,5.280449516973176e-09,0.5029811753640925,1.40193597076226e-07
O1PPlPREP,0.24394142844567124,5.280449516973176e-09,0.34117760322359514,5.727879393573327e-09
O3PPl+R-APOSSMS,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PPlSUB,0.537679972492782,1.1034727988059712e-06,0.22147281884489134,7.417016185076831e-10
O3PSg+R-APREPMS,0.24394142844567124,5.280449516973176e-09,0.3376837993780585,5.377902844406447e-09
O3PSg+R-APOSSPREPES,0.4700357196715351,2.7531659182640714e-07,1.0,1.0
O2PPlOBJ,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O1PPlPOSS,0.24394142844567124,5.280449516973176e-09,0.43305536042241755,3.275155090459416e-08
O1PPlPOSSPREP,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSgPOSS,0.34513175671620167,2.7730037492090404e-08,0.4323300471098329,3.228130612956824e-08
O2PSgPOSSPREP,0.24394142844567124,5.280449516973176e-09,0.34203018249152595,5.8168805860756254e-09
O3PPl+R-AOBJ,0.5427209626550016,1.2297085090270973e-06,0.41468260233978005,2.278827743579289e-08
O3PPl+R-AOBJMS,0.47026172455819804,2.7654441727996635e-07,1.0,1.0
O3PSg+R-APOSSES,0.43906085063333233,1.5125988535452365e-07,0.4885967477199107,1.0289720913629537e-07
N3PSg+R+A,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
N3PSg+R+ASUB,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
N3PSg+R+ASUBMS,0.24394142844567124,5.280449516973176e-09,0.22147281884489134,7.417016185076831e-10
O3PPl+R-AOBJES,0.24394142844567124,5.280449516973176e-09,0.41468260233978005,2.278827743579289e-08
O2PSgGen,0.2668741265405866,7.586472732662571e-09,0.5469642158532576,3.743332769252873e-07
O2PSgGenSUB,0.24394142844567124,5.280449516973176e-09,0.5806955097951448,8.280936811540102e-07
O3PSg-R-AExpOBJES,0.3430444332941267,2.6753379647377415e-08,0.3408539487905591,5.6944704211292755e-09
O3PSg-R+A,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PSg-R+ASUB,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PSg-R+ASUBES,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSgGenOBJ,0.24394142844567124,5.280449516973176e-09,0.4136305773759379,2.232490777981352e-08
O3PSg-R-AExpPREP,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O3PSg-R-AExpPREPES,0.24394142844567124,5.280449516973176e-09,1.0,1.0
O2PSgOBJ,1.0,1.0,0.5500730246263663,4.0212789028676484e-07
N2P,1.0,1.0,0.3239791422679643,4.208500953169027e-09
N2PSg,1.0,1.0,0.3239791422679643,4.208500953169027e-09
N2PSgSUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O2PSgGenPOSS,1.0,1.0,0.33000133553355926,4.685342918478032e-09
O3PSg+R+I+AOBJMS,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg+R+ASUBES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O1PPlOBJ,1.0,1.0,0.2743324680728578,1.7784127223255507e-09
N3PSg-R,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg-R-A,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg-R-AExp,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg-R-AExpSUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg-R-AExpSUBES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R+APOSSES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R+APOSSPREP,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R+APOSSPREPES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+I+APREP,1.0,1.0,0.42932351553155834,3.040686198742789e-08
O3PSg+R+I+APREPMS,1.0,1.0,0.42932351553155834,3.040686198742789e-08
O3PSg+R+A,1.0,1.0,0.3248957218229782,4.277639586783648e-09
O3PSg+R+APOSS,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+APOSSES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R-APOSSES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+I+ASUBES,1.0,1.0,0.5615813174080684,5.256299032579345e-07
O3PSg+R+AOBJ,1.0,1.0,0.30684472485071446,3.1117031455651693e-09
O3PSg+R+AOBJES,1.0,1.0,0.30684472485071446,3.1117031455651693e-09
O3PPl-R-AExpSUBES,1.0,1.0,0.30663229864736086,3.100174463282719e-09
O3PPl+R+ASUBES,1.0,1.0,0.40832461709364276,2.013492195403549e-08
N3PPl,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PPl+R,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PPl+R-A,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PPl+R-ASUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PPl+R-ASUBES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+ASUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+ASUBMS,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PSg+R+ASUBES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
CSTRUNC,1.0,1.0,0.22147281884489134,7.417016185076831e-10
CSTRUNC+A,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg+R+I,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg+R+I+A,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg+R+I+ASUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N3PSg+R+I+ASUBMS,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R+AOBJ,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O3PPl+R+AOBJES,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O2PSgGenPREP,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O2PSgGenPOSSPREP,1.0,1.0,0.22147281884489134,7.417016185076831e-10
O1PPl-R-AGenSUBMS,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N2PSgGen,1.0,1.0,0.22147281884489134,7.417016185076831e-10
N2PSgGenSUB,1.0,1.0,0.22147281884489134,7.417016185076831e-10
