Variable,U,Rank_Biserial,p,Mean_Group0,SD_Group0,Mean_Group1,SD_Group1,Median_Group0,Median_Group1,N_Group0,N_Group1
O3PSg+R,719.0,0.05347985347985351,0.6965951636029596,0.0302825540720663,0.029938647021903266,0.025898211791110078,0.025583795097776557,0.0221327967806841,0.0185185185185185,35,39
O3PSg-R-AExpOBJMS,703.0,0.03003663003662993,0.7029091106853005,0.00039744023545764285,0.0010749797033222706,0.0004909117855836565,0.0016204988558911385,0.0,0.0,35,39
O3PSg-R,717.0,0.05054945054945059,0.7104470645554264,0.006804456630055438,0.00541066581423691,0.006326902306115851,0.006347501461415818,0.0060120240480961,0.0066225165562913,35,39
O3PSg+R-AOBJ,711.5,0.04249084249084256,0.7106130520899123,0.0032302881974242714,0.006247983574635307,0.002609778488516351,0.004919515516208906,0.0,0.0,35,39
N3P,661.0,-0.0315018315018315,0.7522095838038616,0.0012150270064561343,0.0027458936701143083,0.0026193967504910183,0.009455287983496383,0.0,0.0,35,39
N3PSg,662.5,-0.02930402930402931,0.7573725724745953,0.0011358817749563344,0.0027396679807086435,0.0024322359793886414,0.009432429753862355,0.0,0.0,35,39
O3PSg+R+I,711.0,0.04175824175824183,0.7615714271920115,0.011691049375830459,0.007838052248445629,0.012296266043378218,0.011101271177345688,0.0100806451612903,0.0091743119266055,35,39
MS,711.0,0.04175824175824183,0.7617752554768771,0.08524532846264742,0.01415031367563847,0.08353585579685101,0.015009459845977787,0.0853080568720379,0.0842105263157894,35,39
O3PSg-R-AExp,709.5,0.03956043956043964,0.7712471244052725,0.00625435800877108,0.005042482192979255,0.006101752778640745,0.006471128657295227,0.0059880239520958,0.006060606060606,35,39
O1PSgSUB,709.5,0.03956043956043964,0.7741810887840342,0.06102984920151015,0.0238833869653186,0.05758939521292788,0.03039762458709977,0.0572597137014314,0.0631578947368421,35,39
