Variable,U,Rank_Biserial,p,Mean_Group0,SD_Group0,Mean_Group1,SD_Group1,Median_Group0,Median_Group1,N_Group0,N_Group1
O2PSgPOSS,693.5,0.01611721611721606,0.8329694042869322,0.0014527556517429743,0.004969476216188769,0.0007727582891373308,0.0025276769253791075,0.0,0.0,35,39
O3PPl+R-APREP,694.5,0.01758241758241752,0.8461792580984181,0.0006703429997672571,0.001564643001451501,0.0006505135051457436,0.001732281601042816,0.0,0.0,35,39
O1PPl,697.5,0.0219780219780219,0.8502722174786901,0.0033428174970371828,0.008076398190358927,0.003019814327254131,0.006056709697810606,0.0,0.0,35,39
O3PSg+R-ASUBES,695.5,0.01904761904761898,0.850929288101037,0.0033672371147573884,0.007973854198429976,0.003211497731977231,0.007250938211094289,0.0,0.0,35,39
O1PPlSUB,695.0,0.01831501831501825,0.8722781040331109,0.0024824338865811627,0.006642190481398948,0.0015155151156055668,0.002827046796876849,0.0,0.0,35,39
O3PSg+R+I+AOBJ,673.0,-0.01391941391941387,0.8748893107243699,0.0005672697810159572,0.0014943047226023166,0.0006624722983671692,0.001679940773763525,0.0,0.0,35,39
O3PSg+R+I-ASUBES,669.5,-0.01904761904761909,0.8766232852293042,0.0017763935885477342,0.0026802217977269964,0.002664864445314823,0.004550545532007699,0.0,0.0,35,39
O3PPl+R-AOBJ,691.0,0.01245421245421241,0.8841164375776976,0.0005044025868574314,0.0012727573773598606,0.000592071041648741,0.0017245869992620789,0.0,0.0,35,39
O3PSg+R+I-AOBJMS,692.5,0.0146520146520146,0.8864252578704878,0.0011357077245419916,0.0025046437495318654,0.0013534688148147257,0.0036376685463514083,0.0,0.0,35,39
O2PSgPOSSPREP,689.0,0.00952380952380949,0.8908504138921,0.00041819401278254855,0.0015895645151402756,0.00034928590275681794,0.001264109973768218,0.0,0.0,35,39
O3PSg+R+I-ASUBMS,694.0,0.01684981684981679,0.8943272099568446,0.0026385474721712454,0.003997470724773672,0.002911962698047169,0.004867810277354965,0.0,0.0,35,39
O3PPl+R+A,674.0,-0.01245421245421241,0.8961017355524494,0.0015778553182938654,0.0046285579048828615,0.0016792169993769923,0.00393117353115897,0.0,0.0,35,39
N,693.0,0.01538461538461533,0.9097070983658426,0.004649020514481549,0.005531050108163642,0.005712581768609046,0.010828561107275661,0.0027548209366391,0.0025316455696202,35,39
O3PSg-R-AExpOBJES,687.0,0.00659340659340657,0.9271068487040242,0.00030274597215636,0.001115610116823268,0.0003011708139913231,0.001064581266111041,0.0,0.0,35,39
O3PSg+R-AOBJES,676.0,-0.00952380952380949,0.9349100396293244,0.0014490837751069687,0.0027016092797036042,0.0015396314633142592,0.002718870611829381,0.0,0.0,35,39
O3PSg-R-AExpOBJ,677.0,-0.00805860805860803,0.9349511985556537,0.0007001862076140058,0.0016858113744030207,0.0007920825995749796,0.0018589975041383273,0.0,0.0,35,39
N3PSg+R,677.0,-0.00805860805860803,0.9349511985556537,0.0010752205677983112,0.0025914843328163784,0.0022196923636675003,0.008539509802013689,0.0,0.0,35,39
O3PSg+R+ASUBMS,685.0,0.00366300366300365,0.9385611187597328,0.0006302521008403343,0.0037286217120375627,0.00026616981634282566,0.0016622299702950154,0.0,0.0,35,39
O3PSg+R+AOBJMS,685.0,0.00366300366300365,0.9385611187597328,0.0006302521008403343,0.0037286217120375627,0.00023741690408356922,0.0014826680907878336,0.0,0.0,35,39
O3PSg+R-APOSSMS,686.5,0.00586080586080584,0.9439562765149807,0.0005230173937558172,0.001720201122745797,0.0005807925817705948,0.0019558772180468947,0.0,0.0,35,39
O3PSg+R-APREPMS,685.5,0.00439560439560438,0.9449355289119351,0.00013379416282641713,0.0005570235145421856,0.0001814641055147359,0.0008237613775741753,0.0,0.0,35,39
O1PPlPOSSPREP,686.0,0.00512820512820511,0.94529679136782,0.00029525425630560283,0.0010234546942301742,0.00042280575779334614,0.0015741157045343547,0.0,0.0,35,39
O3PSg+R-AOBJMS,687.0,0.00659340659340657,0.9479401708157104,0.0015741650848431741,0.003947775909558125,0.0010701470252020872,0.0026329139681745884,0.0,0.0,35,39
O2PPlPREP,684.0,0.00219780219780219,0.9692577488340574,8.071025020177429e-05,0.00047748827950762856,0.00011655011655011538,0.0007278552445685705,0.0,0.0,35,39
O1PPl-R-AGen,684.0,0.00219780219780219,0.9692577488340574,5.9400059400057146e-05,0.00035141549053159423,0.00015634771732332564,0.0009763911817383271,0.0,0.0,35,39
O1PPl-R-AGenSUB,684.0,0.00219780219780219,0.9692577488340574,5.9400059400057146e-05,0.00035141549053159423,0.00015634771732332564,0.0009763911817383271,0.0,0.0,35,39
O3PPl+R+APOSSMS,684.0,0.00219780219780219,0.9692577488340574,5.9400059400057146e-05,0.00035141549053159423,8.575593859874615e-05,0.0005355456648999459,0.0,0.0,35,39
O1PPl-R-A,684.0,0.00219780219780219,0.9692577488340574,5.9400059400057146e-05,0.00035141549053159423,0.00015634771732332564,0.0009763911817383271,0.0,0.0,35,39
O1PPl-R,684.0,0.00219780219780219,0.9692577488340574,5.9400059400057146e-05,0.00035141549053159423,0.00015634771732332564,0.0009763911817383271,0.0,0.0,35,39
O3PSg-R+A,684.0,0.00219780219780219,0.9692577488340574,5.7487783845931434e-05,0.00034010231578611563,0.00017094017094016923,0.0010675210253672366,0.0,0.0,35,39
N3PPl+R-A,684.0,0.00219780219780219,0.9692577488340574,7.91452314998e-05,0.00046822950400470556,0.0001871607711023769,0.0011688186409130447,0.0,0.0,35,39
N3PPl+R,684.0,0.00219780219780219,0.9692577488340574,7.91452314998e-05,0.00046822950400470556,0.0001871607711023769,0.0011688186409130447,0.0,0.0,35,39
N1PPl,684.0,0.00219780219780219,0.9692577488340574,5.854800936768e-05,0.0003463746945608584,5.4209356534935895e-05,0.00033853732305513985,0.0,0.0,35,39
N1PPlSUB,684.0,0.00219780219780219,0.9692577488340574,5.854800936768e-05,0.0003463746945608584,5.4209356534935895e-05,0.00033853732305513985,0.0,0.0,35,39
N3PSg+R+A,684.0,0.00219780219780219,0.9692577488340574,0.0002528445006321086,0.0014958482384575353,0.0013416815742397128,0.008378798745615009,0.0,0.0,35,39
O2PPlOBJ,684.0,0.00219780219780219,0.9692577488340574,0.00024110910186859427,0.0014264206830860964,0.0003561253561253538,0.0022240021361817517,0.0,0.0,35,39
N3PPl,684.0,0.00219780219780219,0.9692577488340574,7.91452314998e-05,0.00046822950400470556,0.0001871607711023769,0.0011688186409130447,0.0,0.0,35,39
N3PPl+R-ASUB,684.0,0.00219780219780219,0.9692577488340574,7.91452314998e-05,0.00046822950400470556,0.0001871607711023769,0.0011688186409130447,0.0,0.0,35,39
N3PSg+R+ASUBMS,684.0,0.00219780219780219,0.9692577488340574,0.0002528445006321086,0.0014958482384575353,0.0011926058437686333,0.007447821107213346,0.0,0.0,35,39
N3PSg+R+ASUB,684.0,0.00219780219780219,0.9692577488340574,0.0002528445006321086,0.0014958482384575353,0.0013416815742397128,0.008378798745615009,0.0,0.0,35,39
